sku,name,description,price,Product Category,terms,section,Promotion,Sales Volume
314937772-710-2,OVERSHIRT WITH CONTRASTING TOPSTITCHING,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Contrasting topstitching all over the garment. Front button closure.,59.9,Clothing,jackets,MAN,Yes,743
320278659-251-2,QUILTED STRUCTURED OVERSHIRT,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,109.0,Clothing,jackets,MAN,No,2325
321993245-500-2,TECHNICAL OVERSHIRT,Regular fit overshirt with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Front button closure.,109.0,Clothing,jackets,MAN,No,1841
330590505-500-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,49.9,Clothing,jackets,MAN,Yes,2231
320680326-107-39,SUEDE FISHERMAN SANDALS,Fisherman sandals. Made of leather with a suede finish. Crossed straps at front. Buckled ankle strap closure. Slightly chunky soles.,89.9,Clothing,shoes,MAN,No,2211
311292244-800-39,ZIPPER MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Front zip closure. Back pull tab for ease. Chunky soles with irregular design.,69.9,Clothing,shoes,MAN,No,2114
311307610-400-39,SUEDE LACELESS SNEAKERS,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,69.9,Clothing,shoes,MAN,Yes,1350
311302877-203-39,MULTICOLOR SNEAKERS,Sneakers. Combination of colors and pieces at upper. Lacing with six pairs of eyelets. Chunky rubber sole with irregular design.,69.9,Clothing,shoes,MAN,No,2240
311302598-500-39,RETRO RUNNING SNEAKERS,Running shoes. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky lug soles. Retro-inspired design.,59.9,Clothing,shoes,MAN,Yes,1296
311297328-800-39,SUEDE HIGH-TOPS,High top sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky tonal sole.,59.9,Clothing,shoes,MAN,Yes,892
311302865-804-39,SUEDE STRAP SANDALS,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,49.9,Clothing,shoes,MAN,No,1678
311307489-203-39,MULTIPIECE SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with seven pairs of eyelets. Chunky sole with a combination of colors. Retro-inspired design.,49.9,Clothing,shoes,MAN,No,2016
311287075-120-39,TOPSTITCH SNEAKERS,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,45.9,Clothing,shoes,MAN,No,1498
276378605-515-39,RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Quilted back piece. Chunky sole. Retro style.,9.99,Clothing,shoes,MAN,No,2491
277776476-700-39,RETRO HIGH TOP SNEAKERS,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,9.99,Clothing,shoes,MAN,No,2556
313381662-202-39,MULTI-PIECED RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with six pairs of eyelets. Textured chunky soles. Retro style.,45.9,Clothing,shoes,MAN,Yes,2852
311292343-700-39,TASSEL LEATHER LOAFERS,Loafers. Made of leather. Smooth upper with ruching at toe. Decorative fringed tassels at instep. Rounded shape. Welt around upper. Chunky lug soles.,99.9,Clothing,shoes,MAN,Yes,1899
311309627-805-39,MOC-TOE SUEDE BOOTS,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,89.9,Clothing,shoes,MAN,Yes,2466
315851805-800-39,STRAP SANDALS,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,45.9,Clothing,shoes,MAN,No,818
311292644-400-39,SUEDE RETRO SNEAKERS,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,59.9,Clothing,shoes,MAN,No,1500
311302552-800-39,HIKING BOOTS,Lace-up boots. Upper in a combination of pieces and finishes. Laces with metal appliqués and seven pairs of eyelets. Welt detail around upper. Rounded shape. Chunky lug soles.,79.9,Clothing,shoes,MAN,Yes,2878
311302532-102-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,69.9,Clothing,shoes,MAN,Yes,2386
311287147-723-39,FAUX SHEARLING LINED SUEDE BOOTS,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,99.9,Clothing,shoes,MAN,Yes,2076
311307332-202-39,CHUNKY SNEAKERS,Sneakers. Upper in a combination of pieces and textures. Shoelaces with six pairs of eyelets at different heights. Chunky irregular design soles. Retro-inspired design.,59.9,Clothing,shoes,MAN,No,2734
311282293-131-39,DOUBLE STRAP SUEDE SANDALS,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,59.9,Clothing,shoes,MAN,Yes,2836
311287149-800-39,CHUNKY SOLE CANVAS LACE-UP BOOTS,High shaft boots. Lacing with eight pairs of eyelets. Back pull tab for ease. Rounded shape. Chunky lug soles.,89.9,Clothing,shoes,MAN,No,2193
311307624-500-39,SUEDE PENNY LOAFERS,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,89.9,Clothing,shoes,MAN,Yes,2164
311282212-800-39,ADHERENT STRIPES SNEAKERS,Sneakers. Monochromatic. Upper in a combination of pieces. Closure with three adhesive straps. Slightly chunky sole.,45.9,Clothing,shoes,MAN,Yes,991
311292281-203-39,MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky soles with irregular design. Lug soles. Trek style.,69.9,Clothing,shoes,MAN,Yes,1525
311302515-800-39,CHUNKY SOLE HIGH TOP SNEAKERS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,69.9,Clothing,shoes,MAN,No,923
314937773-800-39,CONTRAST SOLE LEATHER SNEAKERS,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,69.9,Clothing,shoes,MAN,No,2397
316608794-802-39,SUEDE RUNNING SNEAKERS,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,69.9,Clothing,shoes,MAN,No,1191
319205037-800-39,WOVEN LEATHER SLIDES,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,49.9,Clothing,shoes,MAN,Yes,1237
311307495-131-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,69.9,Clothing,shoes,MAN,Yes,1504
336449731-712-1,ASYMMETRIC CROPPED KNIT SWEATER,Woven V-neckline long sleeve sweater. Asymmetric hem.,39.9,Clothing,sweaters,WOMAN,Yes,2863
313890651-712-2,KNIT SWEATER WITH PEARLS,Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.,69.9,Clothing,sweaters,WOMAN,Yes,2760
287414911-803-2,HIGH COLLAR KNIT SWEATER,Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.,7.99,Clothing,sweaters,WOMAN,No,542
342171615-104-2,STRIPED KNIT SWEATER,Sweater with high collar and long sleeves. Front zip closure.,49.9,Clothing,sweaters,WOMAN,Yes,1105
314152967-485-2,CABLE KNIT METALLIC SWEATER,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,49.9,Clothing,sweaters,WOMAN,Yes,1435
324186867-642-2,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,59.9,Clothing,sweaters,WOMAN,Yes,2877
316900618-809-2,WOOL AND CASHMERE BLEND RIB SWEATER,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,69.9,Clothing,sweaters,WOMAN,No,1094
313890645-330-2,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.,49.9,Clothing,sweaters,WOMAN,No,994
324597432-800-2,MOCK NECK WOOL AND SILK BLEND KNIT TOP,Wool and silk blend top. High collar and long sleeves.,49.9,Clothing,sweaters,WOMAN,Yes,1942
313890686-731-2,CASHMERE BLEND KNIT SWEATER,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,169.0,Clothing,sweaters,WOMAN,No,2572
313890650-712-2,ALPACA BLEND OPEN KNIT SWEATER,Sweater made with 63% alpaca. Round neck and long sleeves.,79.9,Clothing,sweaters,WOMAN,No,1736
313890680-450-2,OVERSIZED KNIT SWEATER,Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.,49.9,Clothing,sweaters,WOMAN,Yes,1204
344575855-982-2,WOOL BLEND KNIT SWEATER,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,49.9,Clothing,sweaters,WOMAN,No,1592
323175653-803-2,SOFT JEWEL SWEATER,Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.,39.9,Clothing,sweaters,WOMAN,Yes,2591
324814227-400-2,FAUX FUR JEWEL SWEATER,Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliqués.,35.9,Clothing,sweaters,WOMAN,Yes,2097
323218942-800-2,METAL BEAD KNIT SWEATER,Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.,49.9,Clothing,sweaters,WOMAN,No,897
313890656-800-2,KNIT SWEATER WITH BUTTONS,Basic sweater with round neck and long sleeves. Side button details at shoulders.,39.9,Clothing,sweaters,WOMAN,No,1552
321480271-802-2,JEWEL KNIT SWEATER,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,59.9,Clothing,sweaters,WOMAN,Yes,2494
311297787-806-1,KNIT SWEATER WITH PIPING,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,49.9,Clothing,sweaters,WOMAN,No,2141
322677494-446-1,FINE KNIT CROP SWEATER,Cropped fine knit sweater with round neck and long sleeves.,39.9,Clothing,sweaters,WOMAN,No,2835
313890688-330-1,KNIT SWEATER WITH RIPS,Round neck long sleeve sweater. Openwork detail with rips.,49.9,Clothing,sweaters,WOMAN,No,622
322451460-800-1,GATHERED WAIST KNIT SWEATER,Round neck long sleeve sweater. Fitted waist with side ruching.,47.9,Clothing,sweaters,WOMAN,Yes,2901
319465261-800-2,KNIT V-NECK SWEATER,V-neck sweater with long sleeves. Rib trim.,45.9,Clothing,sweaters,WOMAN,No,867
317331009-312-2,BASIC FOIL KNIT SWEATER,Round neck long sleeve sweater. Rib trim.,35.9,Clothing,sweaters,WOMAN,Yes,2434
311297400-803-1,CONTRAST TOPSTITCHING CROP KNIT SWEATER,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,59.9,Clothing,sweaters,WOMAN,Yes,2606
336449779-104-1,STRIPED CROP KNIT SWEATER,Long sleeve high collar cropped sweater. Frayed hem.,47.9,Clothing,sweaters,WOMAN,No,2728
324593343-043-2,BASIC KNIT SWEATER,Long sleeve round neck sweater. Side vents at hem. Rib trim.,27.9,Clothing,sweaters,WOMAN,Yes,2778
319473750-809-1,V-NECK KNIT SWEATER,V-neck sweater with long sleeves. Side vents at hem.,47.9,Clothing,sweaters,WOMAN,Yes,558
331789902-808-1,FOIL KNIT CROP SWEATER,Ribbed sweater with round neck and long sleeves. Ripped hem.,47.9,Clothing,sweaters,WOMAN,Yes,1752
300250126-401-2,BASIC 100% WOOL SWEATER,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,7.99,Clothing,sweaters,WOMAN,No,2743
320052978-401-2,COLORBLOCK KNIT CROP SWEATER,Short sweater with round neck and long sleeves.,45.9,Clothing,sweaters,WOMAN,No,1669
324722597-400-2,FINE KNIT SWEATER,V-neck sweater with long sleeves.,45.9,Clothing,sweaters,WOMAN,No,2179
328207551-500-2,KNIT OPEN BACK PEARLY SWEATER,High collar sweater with long sleeves. Open back detail and pearl appliqués. Back button closure.,49.9,Clothing,sweaters,WOMAN,Yes,606
318131967-800-2,KNIT PEARL SWEATER,Round neck long sleeve sweater. Tonal pearl appliqués and open back with tie.,45.9,Clothing,sweaters,WOMAN,No,1608
324027512-064-2,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,Clothing,jackets,MAN,No,880
311292623-712-97,FLEECE OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,69.9,Clothing,jackets,MAN,No,943
319162032-064-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,Clothing,jackets,MAN,Yes,1049
324908098-800-38,BAGGY FIT JEANS LIMITED EDITION,Baggy jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,Clothing,jeans,MAN,No,2084
326540983-802-36,BAGGY BELTED JEANS,Baggy jeans. Self belt at waist. Front pockets and back patch pockets. Washed effect. Front button closure.,59.9,Clothing,jeans,MAN,No,1563
315836999-406-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,Clothing,jeans,MAN,Yes,1558
315738965-802-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,Clothing,jeans,MAN,No,1426
311287318-400-38,FLARED FIT CARGO JEANS,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliqués at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,109.0,Clothing,jeans,MAN,Yes,1466
312393140-406-2,PLEATED WIDE FIT JEANS,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,49.9,Clothing,jeans,MAN,No,624
275600408-400-2,DENIM SHIRT,Relaxed fit shirt made of denim fabric. Lapel collar and short sleeves. Chest patch pocket. Washed effect. Front button closure.,12.99,Clothing,jeans,MAN,Yes,1685
311303003-407-38,RIPPED STRAIGHT FIT JEANS,Straight fit jeans. Five pockets. Washed effect with rips at legs. Front button closure.,69.9,Clothing,jeans,MAN,No,2914
311307250-710-3,TEXTURED SWEATER,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,69.9,Clothing,sweaters,MAN,No,1524
267195405-500-3,PURL KNIT SWEATER,High collar sweater with front zipper. Long sleeves. Rib trim.,12.99,Clothing,sweaters,MAN,No,2887
317894313-707-3,BRAIDED COLOR BLOCK SWEATER,Round neck long sleeve full cut sweater. Rib trim.,69.9,Clothing,sweaters,MAN,Yes,1778
315075917-803-2,CONTRAST INTERIOR SWEATER,Cotton blend sweater. Round neck and long sleeves. Contrast interior. Rib trim.,59.9,Clothing,sweaters,MAN,No,1278
317889153-700-3,ABSTRACT JACQUARD SWEATER,Full cut cotton knit sweater. Round neck and long sleeves. Rib trim.,59.9,Clothing,sweaters,MAN,No,529
315241755-800-2,BASIC SLIM FIT T-SHIRT,Slim fit shirt. Round neck and short sleeves.,19.9,Clothing,t-shirts,MAN,Yes,1180
320326523-707-2,CROPPED WASHED T-SHIRT,Cropped fit T-shirt with round neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,Clothing,t-shirts,MAN,No,2759
316715458-250-2,BASIC HEAVYWEIGHT T-SHIRT,Roomy T-shirt made of dense cotton. Round neck and short sleeves.,29.9,Clothing,t-shirts,MAN,No,1831
322677489-800-2,HEART PRINT T-SHIRT,Boxy fit T-shirt with round neck and short sleeves. Contrasting prints at shoulder and back.,39.9,Clothing,t-shirts,MAN,No,1866
330077856-251-2,TEXT T-SHIRT,Boxy fit T-shirt. Round neck and short sleeves. Velvet effect print with contrast text.,39.9,Clothing,t-shirts,MAN,Yes,1553
328232452-898-2,PRINTED CROPPED FIT SHIRT LIMITED EDITION,Cropped shirt. Round neckline. Contrasting front print. Washed effect. Irregular trim.,39.9,Clothing,t-shirts,MAN,Yes,917
317230892-251-3,RIBBED KNIT T-SHIRT,Cotton knit tank top. Round neck with front button closure. Rib trim.,49.9,Clothing,t-shirts,MAN,No,702
330478123-712-2,OVERSIZE FIT T-SHIRT,Oversized T-shirt. Round neck and short sleeves.,39.9,Clothing,t-shirts,MAN,Yes,1978
318255748-250-2,BASIC MEDIUM WEIGHT T-SHIRT,Regular fit T-shirt. Round neck and short sleeves.,27.9,Clothing,t-shirts,MAN,No,1961
319334069-712-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,45.9,Clothing,t-shirts,MAN,No,1188
311307261-712-2,ABSTRACT PRINT T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,Clothing,t-shirts,MAN,Yes,996
323216369-922-2,RAISED TEXT T-SHIRT LIMITED EDITION,Full cut T-shirt with round neck and short sleeves. Front tonal raised text. Washed effect.,39.9,Clothing,t-shirts,MAN,No,1915
320111404-428-2,RIBBED KNIT T-SHIRT,Cropped fit knit shirt. Round neck and long sleeves. Washed effect.,45.9,Clothing,t-shirts,MAN,No,903
328232445-800-2,SEMI-SHEER KNIT SHIRT LIMITED EDITION,Slim fit shirt made of wrinkle effect fabric. Round neck and long sleeves.,45.9,Clothing,t-shirts,MAN,Yes,729
311297550-251-2,VISCOSE BLEND KNIT T-SHIRT,Knit shirt in viscose blend fabric. Mock neck and short sleeves. Rib trim.,45.9,Clothing,t-shirts,MAN,No,2045
322909502-819-2,STRIPED JACQUARD T-SHIRT,Relaxed fit T-shirt with round neck and short sleeves.,39.9,Clothing,t-shirts,MAN,Yes,881
320071210-802-2,ABSTRACT PRINT KNIT T-SHIRT,Cotton knit T-shirt. Round neck and short sleeves.,39.9,Clothing,t-shirts,MAN,Yes,2093
319334070-401-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,45.9,Clothing,t-shirts,MAN,No,2227
322612356-505-2,HERRINGBONE TEXTURED JACKET,RETRO SNEAKERS,89.9,Clothing,shoes,MAN,Yes,994
311282631-712-2,OVERSIZED CROPPED JACKET LIMITED EDITION,V-neck sweater with long sleeves. Rib trim.,69.9,Clothing,t-shirts,MAN,No,2634
329282612-401-2,LEATHER BIKER JACKET,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,89.9,Clothing,sweaters,MAN,No,2732
320026789-714-2,CROPPED LEATHER JACKET,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,169.0,Clothing,sweaters,MAN,No,1140
323216360-406-2,FAUX LEATHER BOXY FIT JACKET,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,169.0,Clothing,t-shirts,MAN,No,1008
318209963-800-2,FAUX LEATHER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,69.9,Clothing,t-shirts,MAN,No,2685
316727555-700-2,FAUX SUEDE BOMBER JACKET,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,19.99,Clothing,t-shirts,MAN,Yes,1145
312571093-710-2,DENIM BOMBER JACKET,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,139.0,Clothing,t-shirts,MAN,Yes,1791
330290387-401-2,BOUCLÉ TEXTURED JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,Clothing,t-shirts,MAN,Yes,2849
313027279-800-2,SUIT JACKET IN 100% LINEN,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,109.0,Clothing,t-shirts,MAN,No,2985
320671529-802-2,JACQUARD DENIM JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,109.0,Clothing,t-shirts,MAN,No,1603
323646471-802-2,PADDED DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,109.0,Clothing,t-shirts,MAN,Yes,707
312978838-611-2,LEATHER JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,99.9,Clothing,t-shirts,MAN,No,1258
336446858-822-2,LIGHTWEIGHT BOMBER JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,89.9,Clothing,t-shirts,MAN,Yes,2168
281883711-071-2,SUIT JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,69.9,Clothing,t-shirts,MAN,Yes,1764
313008692-514-2,FAUX LEATHER BOMBER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,139.0,Clothing,t-shirts,MAN,Yes,2622
281593208-015-2,PATCH BOMBER JACKET,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,139.0,Clothing,t-shirts,MAN,No,694
314937772-710-2,STRETCH POCKET OVERSHIRT,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,109.0,Clothing,jackets,MAN,Yes,2187
320278659-251-2,RIB COLLAR JACKET,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,129.0,Clothing,jackets,MAN,No,2973
321993245-500-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,169.0,Clothing,jackets,MAN,Yes,1014
330590505-500-2,CONTRASTING PATCHES BOMBER JACKET,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159.0,Clothing,jackets,MAN,Yes,2222
320680326-107-39,PATCH BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,12.99,Clothing,jackets,MAN,No,2534
311292244-800-39,CROPPED BOMBER JACKET LIMITED EDITION,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,19.9,Clothing,jackets,MAN,Yes,1466
311307610-400-39,FAUX LEATHER PUFFER JACKET,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,39.9,Clothing,jackets,MAN,No,2870
